game_play,gameId,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,offenseFormation,personnel.offense,defendersInTheBox,numberOfPassRushers,personnel.defense,HomeScoreBeforePlay,VisitorScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreAfterPlay,isPenalty,isSTPlay,SpecialTeamsPlayType,KickReturnYardage,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription,game_id,play_id,posteam,defteam,home_team,away_team,ep,wp,epa,wpa,yardline_100,yards_gained,air_yards,yards_after_catch,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,frame.id,x,y,snap_frame,snap_x,snap_y,end_frame,end_x,end_y,target_x
2017092100_3017,2017092100,3017,3,04:39:00,3,4,LA,LA,31,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",20,27,20,27,FALSE,FALSE,NA,NA,13,C,2,15,(4:39) (Shotgun) J.Goff pass short left to S.Watkins pushed ob at LA 46 for 15 yards (K.Williams). Caught at LA 44.  2-yds YAC,2017092100,3017,LA,SF,SF,LA,0.3887796507804553,0.7436368558745351,2.3787563385010526,0.07155230275189395,69,15,13,2,00-0033106,J.Goff,00-0031325,S.Watkins,51,52.52,44.45,15,40.51,29.64,75,56.69,53.8,120
2017092100_3041,2017092100,3041,3,04:08:00,1,10,LA,LA,46,SINGLEBACK,"1 RB, 1 TE, 3 WR",7,3,"4 DL, 2 LB, 5 DB",20,27,20,27,FALSE,FALSE,NA,NA,9,C,0,9,(4:08) J.Goff pass short right to R.Woods to SF 45 for 9 yards (J.Ward). Caught at SF 45.  0-yds YAC,2017092100,3041,LA,SF,SF,LA,2.767535989281508,0.815189158626429,0.952856469134713,0.02309125084810204,54,9,9,0,00-0033106,J.Goff,00-0030431,R.Woods,59,64.52,14.92,15,55.66,29.71,80,61.82,3.4,120
2017092100_3330,2017092100,3330,3,00:21:00,3,1,LA,SF,1,SINGLEBACK,"1 RB, 1 TE, 3 WR",8,1,"4 DL, 2 LB, 5 DB",20,27,20,33,FALSE,FALSE,NA,NA,1,C,0,1,"(:21) J.Goff pass short left to S.Watkins for 1 yard, TOUCHDOWN.",2017092100,3330,LA,SF,SF,LA,5.683158950732153,0.8819608046189916,1.3168410492678468,0.019038058532215407,1,1,1,0,00-0033106,J.Goff,00-0031325,S.Watkins,30,110.2,32.33,15,109.23,23.58,42,111.31,29.72,120
2017092100_3382,2017092100,3382,3,00:17:00,1,10,SF,SF,25,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,4,"3 DL, 4 LB, 4 DB",20,34,20,34,FALSE,FALSE,NA,NA,50,C,0,50,(:17) B.Hoyer pass deep middle to M.Goodwin to LA 25 for 50 yards (N.Robey). Caught at LA 25.  0-yds YAC,2017092100,3382,SF,LA,SF,LA,1.030831447491732,0.09720210539759609,3.2463719839774026,0.05454663451799337,75,50,50,0,00-0026625,B.Hoyer,00-0030068,M.Goodwin,76,39.05,22,15,85.61,26.49,93,34.18,21.55,0
2017092100_3469,2017092100,3469,4,13:48:00,3,2,SF,LA,17,SHOTGUN,"1 RB, 1 TE, 3 WR",7,6,"2 DL, 4 LB, 5 DB",20,34,20,34,FALSE,FALSE,NA,NA,0,C,5,5,(13:48) (Shotgun) B.Hoyer pass short left to C.Hyde pushed ob at LA 12 for 5 yards (A.Ogletree) [M.Alexander]. Caught at LA 17.  5-yds YAC,2017092100,3469,SF,LA,SF,LA,3.900084274098173,0.14026815651195312,0.7383337147996363,0.015055789781990847,17,5,0,5,00-0026625,B.Hoyer,00-0031045,C.Hyde,46,94.48,43.13,15,92.12,23.58,70,98.68,59.87,120
2017092100_3493,2017092100,3493,4,13:29:00,1,10,SF,LA,12,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,6,"2 DL, 4 LB, 5 DB",20,34,20,34,FALSE,FALSE,NA,NA,-1,C,12,11,(13:29) (No Huddle) B.Hoyer pass short right to T.Taylor to LA 1 for 11 yards (Co.Davis). LA-M.Brockers was injured during the play.  Caught at LA 13.  12-yds YAC,2017092100,3493,SF,LA,SF,LA,4.638417988897809,0.15532394629394397,1.8529791060338612,0.047360267286361335,12,11,-1,12,00-0026625,B.Hoyer,00-0033292,T.Taylor,37,96.69,18.04,4,97.57,29.54,91,109.68,3.98,120
2017092100_3524,2017092100,3524,4,12:57:00,1,1,SF,LA,1,JUMBO,"6 OL, 1 RB, 3 TE, 0 WR",11,6,"3 DL, 5 LB, 3 DB",20,34,26,34,FALSE,FALSE,NA,NA,1,C,0,1,"(12:57) G.Gilliam reported in as eligible.  B.Hoyer pass short right to G.Celek for 1 yard, TOUCHDOWN.",2017092100,3524,SF,LA,SF,LA,6.491397094931671,0.2026842135803053,0.5086029050683294,0.013151193956268736,1,1,1,0,00-0026625,B.Hoyer,00-0028903,G.Celek,53,113,13.74,15,109.18,23.7,64,117.06,5.92,120
2017092100_3670,2017092100,3670,4,10:57:00,3,10,LA,SF,46,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",26,34,26,34,FALSE,FALSE,NA,NA,3,C,24,27,(10:57) (Shotgun) J.Goff pass short right to T.Gurley pushed ob at SF 19 for 27 yards (D.Johnson) [D.Buckner]. Caught at SF 43.  24-yds YAC,2017092100,3670,LA,SF,SF,LA,1.8452950844049152,0.8411731778490639,2.550467178354312,0.05509931705472282,46,27,3,24,00-0033106,J.Goff,00-0032241,T.Gurley,54,53.86,31.8,15,56.66,29.33,144,28.02,55.99,0
2017092100_3740,2017092100,3740,4,08:47:00,3,4,LA,SF,13,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",26,34,26,40,FALSE,FALSE,NA,NA,5,C,8,13,"(8:47) (Shotgun) J.Goff pass short middle to S.Watkins for 13 yards, TOUCHDOWN. Caught at SF 8.  8-yds YAC",2017092100,3740,LA,SF,SF,LA,3.6563388428175014,0.8931688493369869,3.3436611571824986,0.04460306878157794,13,13,5,8,00-0033106,J.Goff,00-0031325,S.Watkins,44,18.44,28.43,15,23.73,29.58,82,8.18,28.15,0
2017092100_4011,2017092100,4011,4,06:35:00,1,10,SF,SF,36,I_FORM,"1 RB, 2 TE, 2 WR",7,4,"3 DL, 4 LB, 4 DB",26,41,26,41,FALSE,FALSE,NA,NA,49,C,10,59,(6:35) B.Hoyer pass deep left to P.Garcon to LA 5 for 59 yards (T.Johnson). Caught at SF 15.  10-yds YAC,2017092100,4011,SF,LA,SF,LA,1.6942188311864483,0.05829097144122052,3.848770237513944,0.0528334025032156,64,59,49,10,00-0026625,B.Hoyer,00-0026345,P.Garcon,78,93.64,48.03,15,45.81,26.34,103,106.61,51.41,120
2017092100_4082,2017092100,4082,4,05:12:00,3,3,SF,LA,3,SHOTGUN,"1 RB, 1 TE, 3 WR",8,5,"2 DL, 4 LB, 5 DB",26,41,32,41,FALSE,FALSE,NA,NA,3,C,0,3,"(5:12) (Shotgun) B.Hoyer pass short right to T.Taylor for 3 yards, TOUCHDOWN.",2017092100,4082,SF,LA,SF,LA,4.7142026899515574,0.0855656243392473,2.2857973100484426,0.04853887061296505,3,3,3,0,00-0026625,B.Hoyer,00-0033292,T.Taylor,50,111.24,15.97,15,106.55,29.78,61,116.17,18.32,120
2017092100_4153,2017092100,4153,4,05:01:00,1,10,SF,LA,29,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",33,41,33,41,FALSE,FALSE,NA,NA,4,C,1,5,(5:01) (Shotgun) B.Hoyer pass short right to C.Hyde pushed ob at LA 24 for 5 yards (M.Barron). Caught at LA 25.  1-yd YAC,2017092100,4153,SF,LA,SF,LA,3.6663491424632517,0.27335010362113654,-0.021428059521026555,-0.0024137689185287914,29,5,4,1,00-0026625,B.Hoyer,00-0031045,C.Hyde,49,83.53,9.05,15,80.48,23.55,76,86.55,-0.54,120
2017092100_4202,2017092100,4202,4,04:13:00,3,3,SF,LA,22,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",33,41,33,41,FALSE,FALSE,NA,NA,7,C,0,7,(4:13) (Shotgun) B.Hoyer pass short middle to P.Garcon to LA 15 for 7 yards (M.Alexander). Caught at LA 15.  0-yds YAC,2017092100,4202,SF,LA,SF,LA,3.1644706323400165,0.23627006315235263,0.9432480933658267,0.03747669838201276,22,7,7,0,00-0026625,B.Hoyer,00-0026345,P.Garcon,43,95.37,23.85,15,87.59,23.66,64,94.19,14.78,120
2017092100_4230,2017092100,4230,4,03:49:00,1,10,SF,LA,15,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,5,"2 DL, 4 LB, 5 DB",33,41,33,41,FALSE,FALSE,NA,NA,12,C,0,12,"(3:49) B.Hoyer pass incomplete short left to M.Goodwin. San Francisco challenged the incomplete pass ruling, and the play was REVERSED. B.Hoyer pass short left to M.Goodwin ran ob at LA 3 for 12 yards. Caught at LA 3.  0-yds YAC",2017092100,4230,SF,LA,SF,LA,4.107718725705843,0.2737467615343654,1.6640800731134844,0.08982795697186824,15,12,12,0,00-0026625,B.Hoyer,00-0030068,M.Goodwin,49,107.46,54.69,7,94.94,23.68,61,104.86,60.29,120
2017092100_4502,2017092100,4502,4,02:08:00,2,10,SF,NA,NA,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"3 DL, 4 LB, 4 DB",39,41,39,41,FALSE,FALSE,NA,NA,-5,C,5,0,"(2:08) (Shotgun) B.Hoyer pass short right to C.Hyde to 50 for no gain (M.Barron, T.Smart). Caught at SF 45.  5-yds YAC",2017092100,4502,SF,LA,SF,LA,1.6248116463887197,0.49240460947576287,-0.5940979190047282,-0.05249977400515399,50,0,-5,5,00-0026625,B.Hoyer,00-0031045,C.Hyde,39,54.33,15.54,15,59.55,23.25,82,59.31,18.05,120
2017092404_94,2017092404,94,1,14:14:00,3,9,ATL,ATL,26,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB",0,0,0,0,FALSE,FALSE,NA,NA,10,C,0,10,(14:14) (Shotgun) M.Ryan pass short right to M.Sanu to ATL 36 for 10 yards (D.Slay).,2017092404,94,ATL,DET,DET,ATL,-0.7865983712908333,0.45605688105600406,2.6429306790789213,0.07985970650772067,74,10,10,0,00-0026143,M.Ryan,00-0029632,M.Sanu,54,74.04,35.66,15,84.33,23.95,78,75.83,36.32,0
2017092404_141,2017092404,141,1,13:19:00,1,5,ATL,ATL,41,I_FORM,"2 RB, 1 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,9,C,6,15,"(13:19) M.Ryan pass short right to Ju.Jones to DET 44 for 15 yards (P.Worrilow, M.Killebrew).",2017092404,141,ATL,DET,DET,ATL,2.6787745072750537,0.5626566315078556,0.6629931192925609,0.02335726424197815,59,15,9,6,00-0026143,M.Ryan,00-0027944,Ju.Jones,48,60.93,49.38,15,69.64,30.03,96,53.73,48.46,0
2017092404_165,2017092404,165,1,12:44:00,1,10,ATL,DET,44,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,2,"4 DL, 3 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,10,C,2,12,(12:44) M.Ryan pass short middle to M.Sanu to DET 32 for 12 yards (N.Lawson).,2017092404,165,ATL,DET,DET,ATL,3.3417676265676146,0.5860138957498338,0.6216394776636776,0.02245144760337303,44,12,10,2,00-0026143,M.Ryan,00-0029632,M.Sanu,47,44.82,26.62,15,54.71,29.88,74,41.54,35.08,0
2017092404_210,2017092404,210,1,11:26:00,2,8,ATL,DET,30,EMPTY,"1 RB, 2 TE, 2 WR",7,5,"4 DL, 3 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,-4,C,20,16,(11:26) (Shotgun) M.Ryan pass short left to T.Gabriel to DET 14 for 16 yards (T.Whitehead).,2017092404,210,ATL,DET,DET,ATL,3.6587485845649113,0.5996111231024044,0.918555883008171,0.03279385319966177,30,16,-4,20,00-0026143,M.Ryan,00-0031228,T.Gabriel,30,44.26,19.54,15,41.04,29.91,92,22.76,12.82,0
2017092404_321,2017092404,321,1,08:46:00,2,4,ATL,DET,4,EMPTY,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",0,0,0,6,FALSE,FALSE,NA,NA,3,C,1,4,"(8:46) (Shotgun) M.Ryan pass short left to M.Sanu pushed ob at DET 1 for 3 yards (Q.Diggs). Atlanta challenged the short of the line to gain ruling, and the play was REVERSED. (Shotgun) M.Ryan pass short left to M.Sanu for 4 yards, TOUCHDOWN.",2017092404,321,ATL,DET,DET,ATL,5.415916097846775,0.6651054253850055,1.5840839021532247,0.05288607001023515,4,4,3,1,00-0026143,M.Ryan,00-0029632,M.Sanu,47,11.96,25.07,15,12.76,27.63,62,10.83,23.48,0
2017092404_443,2017092404,443,1,08:11:00,1,10,DET,DET,11,SHOTGUN,"1 RB, 2 TE, 2 WR",7,5,"3 DL, 4 LB, 4 DB",0,7,0,7,FALSE,FALSE,NA,NA,5,C,0,5,(8:11) (Shotgun) M.Stafford pass short right to M.Jones to DET 16 for 5 yards (D.Trufant) [G.Jarrett].,2017092404,443,DET,ATL,DET,ATL,-0.4425478791889397,0.25463644850114436,0.08375893588950145,0.0031984021333970047,89,5,5,0,00-0026498,M.Stafford,00-0029293,M.Jones,45,25.73,3.13,15,21.07,24,70,24.87,-3.78,120
2017092404_494,2017092404,494,1,06:59:00,3,6,DET,DET,15,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,5,C,2,7,"(6:59) (No Huddle, Shotgun) M.Stafford pass short right to M.Jones to DET 22 for 7 yards (D.Trufant).",2017092404,494,DET,ATL,DET,ATL,-1.4204587725255269,0.22793376137072935,2.092488276219637,0.06314919437457378,85,7,5,2,00-0026498,M.Stafford,00-0029293,M.Jones,44,28.54,15.49,15,24.55,29.59,65,32.14,18.96,120
2017092404_539,2017092404,539,1,05:51:00,2,7,DET,DET,25,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,7,C,6,13,"(5:51) (No Huddle, Shotgun) M.Stafford pass short left to K.Golladay to DET 38 for 13 yards (R.Alford).",2017092404,539,DET,ATL,DET,ATL,0.3919077011687997,0.2818299169635279,1.7480377319220413,0.057465725345926255,75,13,7,6,00-0026498,M.Stafford,00-0033932,K.Golladay,39,41.77,40.51,15,35.39,29.91,64,49.93,37.15,120
2017092404_563,2017092404,563,1,05:19:00,1,10,DET,DET,38,SHOTGUN,"1 RB, 1 TE, 3 WR",6,2,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,-2,C,1,-1,"(5:19) (No Huddle, Shotgun) M.Stafford pass short right to G.Tate to DET 37 for -1 yards (B.Poole).",2017092404,563,DET,ATL,DET,ATL,2.139945433090841,0.33929564230945414,-0.8170211584521929,-0.02890587765174757,62,-1,-2,1,00-0026498,M.Stafford,00-0027891,G.Tate,32,45.29,18.42,15,47.83,29.87,60,43.9,16,120
2017092404_587,2017092404,587,1,04:46:00,2,11,DET,DET,37,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",0,7,0,7,TRUE,FALSE,NA,NA,3,C,3,-9,"(4:46) (No Huddle, Shotgun) M.Stafford pass short right to T.Riddick to DET 43 for 6 yards (D.Jones). PENALTY on DET-T.Lang, Unnecessary Roughness, 15 yards, enforced at DET 43.",2017092404,587,DET,ATL,DET,ATL,1.322924274638648,0.31038976465770657,-2.1998422091530188,-0.07062400037940775,63,6,3,3,00-0026498,M.Stafford,00-0030107,T.Riddick,46,50.52,17.53,15,47.29,23.73,94,51.19,20.59,120
2017092404_622,2017092404,622,1,04:14:00,3,20,DET,DET,28,SHOTGUN,"1 RB, 0 TE, 4 WR",5,4,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,2,C,3,5,(4:14) (Shotgun) M.Stafford pass short left to G.Tate to DET 33 for 5 yards (D.Campbell).,2017092404,622,DET,ATL,DET,ATL,-0.8769179345143705,0.23976576427829882,-0.7963276946922477,-0.023671110945878676,72,5,2,3,00-0026498,M.Stafford,00-0027891,G.Tate,37,40.04,37.02,15,37.79,23.77,73,42.45,25.51,120
2017092404_715,2017092404,715,1,02:19:00,2,14,ATL,ATL,25,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,3,C,9,12,(2:19) (Shotgun) M.Ryan pass short right to T.Coleman to ATL 37 for 12 yards (M.Killebrew).,2017092404,715,ATL,DET,DET,ATL,0.09803161374500502,0.7161339655635377,1.3334882232009277,0.03968619565872955,75,12,3,9,00-0026143,M.Ryan,00-0032058,T.Coleman,47,82.91,43.65,15,85.61,29.61,77,70.5,53.59,0
2017092404_898,2017092404,898,2,15:00:00,1,15,ATL,DET,20,I_FORM,"2 RB, 1 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB",0,7,0,7,FALSE,FALSE,NA,NA,-2,C,6,4,(15:00) M.Ryan pass short middle to D.Freeman to DET 16 for 4 yards (T.Whitehead).,2017092404,898,ATL,DET,DET,ATL,4.273994763649805,0.8248659746945017,-0.1725505584119862,-0.004056783098833727,20,4,-2,6,00-0026143,M.Ryan,00-0031285,D.Freeman,37,86.46,27.29,15,89.49,29.81,90,93.72,31.45,120
2017092404_922,2017092404,922,2,14:20:00,2,11,ATL,DET,16,SINGLEBACK,"1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB",0,7,0,7,FALSE,FALSE,NA,NA,6,C,3,9,"(14:20) M.Ryan pass short middle to A.Hooper to DET 7 for 9 yards (N.Lawson, G.Quin) [G.Johnson].",2017092404,922,ATL,DET,DET,ATL,4.101444205237819,0.820809191595668,-0.04980989270574199,-9.93131200069386e-4,16,9,6,3,00-0026143,M.Ryan,00-0032392,A.Hooper,36,99.99,30.41,15,93.36,29.77,63,102.55,22.35,120
2017092404_1020,2017092404,1020,2,12:19:00,2,7,DET,DET,28,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,5,"3 DL, 4 LB, 4 DB",0,10,0,10,TRUE,FALSE,NA,NA,10,C,2,27,"(12:19) (No Huddle) M.Stafford pass short middle to M.Jones to DET 40 for 12 yards (R.Alford). PENALTY on ATL-D.Jones, Unnecessary Roughness, 15 yards, enforced at DET 40.",2017092404,1020,DET,ATL,DET,ATL,0.7737775590832459,0.1895081542133662,2.524968716624161,0.06945430164832106,72,12,10,2,00-0026498,M.Stafford,00-0029293,M.Jones,45,73.34,23.86,15,82.78,23.77,65,70.29,26.51,0
2017092404_1076,2017092404,1076,2,11:11:00,2,6,DET,ATL,41,EMPTY,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,4,C,0,4,"(11:11) (No Huddle, Shotgun) M.Stafford pass short left to T.Riddick to ATL 37 for 4 yards (D.Jones).",2017092404,1076,DET,ATL,DET,ATL,3.187127951889478,0.2569692116149418,-0.04000242088383832,4.692339853404337e-4,41,4,4,0,00-0026498,M.Stafford,00-0030107,T.Riddick,42,48.4,14.3,15,51.05,25.27,63,46.66,7.36,0
2017092404_1205,2017092404,1205,2,09:22:00,1,10,ATL,ATL,49,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",3,10,3,10,FALSE,FALSE,NA,NA,10,C,3,13,(9:22) (No Huddle) M.Ryan pass short right to Ju.Jones to DET 38 for 13 yards (D.Hayden).,2017092404,1205,ATL,DET,DET,ATL,2.8193362000586557,0.8015535652621968,0.7015460919629128,0.020644033308008347,51,13,10,3,00-0026143,M.Ryan,00-0027944,Ju.Jones,54,68.18,13.06,10,58.52,29.94,82,72.76,-1.44,120
2017092404_1270,2017092404,1270,2,08:16:00,1,10,ATL,DET,38,SINGLEBACK,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 3 LB, 4 DB",3,10,3,10,FALSE,FALSE,NA,NA,11,C,0,11,(8:16) M.Ryan pass short left to T.Gabriel pushed ob at DET 27 for 11 yards (D.Hayden).,2017092404,1270,ATL,DET,DET,ATL,3.5208822920215685,0.8221975985702051,0.475578876850403,0.011867695034100567,38,11,11,0,00-0026143,M.Ryan,00-0031228,T.Gabriel,72,82.65,51.8,15,71.6,23.83,92,83.49,57.85,120
2017092404_1295,2017092404,1295,2,07:43:00,1,10,ATL,DET,27,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB",3,10,3,10,FALSE,FALSE,NA,NA,5,C,7,12,(7:43) (No Huddle) M.Ryan pass short right to A.Roberts to DET 15 for 12 yards (G.Quin; D.Hayden).,2017092404,1295,ATL,DET,DET,ATL,3.9964611688719716,0.8340652936043057,0.38642257386975754,0.009255819970644952,27,12,5,7,00-0026143,M.Ryan,00-0027691,A.Roberts,40,NA,NA,15,NA,NA,80,NA,NA,NA
2017092404_1436,2017092404,1436,2,05:00:00,1,10,DET,DET,25,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",3,17,3,17,FALSE,FALSE,NA,NA,17,C,5,22,(5:00) (Shotgun) M.Stafford pass deep left to A.Abdullah to DET 47 for 22 yards (R.Allen).,2017092404,1436,DET,ATL,DET,ATL,0.8017567388721706,0.12547526729823896,1.4099475283126304,0.021405609324931796,75,22,17,5,00-0026498,M.Stafford,00-0032104,A.Abdullah,61,69.39,10.79,15,85.19,27.16,87,63.2,0.06,0
2017092404_1524,2017092404,1524,2,02:53:00,2,10,DET,ATL,40,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB",3,17,3,17,FALSE,FALSE,NA,NA,5,C,5,10,"(2:53) (No Huddle, Shotgun) M.Stafford pass short middle to G.Tate to ATL 30 for 10 yards (B.Poole).",2017092404,1524,DET,ATL,DET,ATL,2.33900193743072,0.1465450812999326,0.8697857441553407,0.015269038899439619,40,10,5,5,00-0026498,M.Stafford,00-0027891,G.Tate,46,44.77,33.42,15,50.35,29.76,72,38.9,43.46,0
2017092404_1586,2017092404,1586,2,02:09:00,2,10,DET,ATL,30,EMPTY,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",3,17,3,17,FALSE,FALSE,NA,NA,5,C,3,8,(2:09) (Shotgun) M.Stafford pass short middle to D.Fells to ATL 22 for 8 yards (K.Neal).,2017092404,1586,DET,ATL,DET,ATL,2.7750414863317934,0.1611826879582283,0.20733694680711334,0.003864498415741713,30,8,5,3,00-0026498,M.Stafford,00-0029738,D.Fells,44,34.88,23.91,15,40.32,23.84,71,31.17,16.8,0
2017092404_1794,2017092404,1794,2,01:03:00,1,10,ATL,ATL,40,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",13,17,13,17,FALSE,FALSE,NA,NA,-2,C,29,27,(1:03) M.Ryan pass short right to T.Coleman pushed ob at DET 33 for 27 yards (Ch.Washington).,2017092404,1794,ATL,DET,DET,ATL,1.3884896815423864,0.7184183003376842,1.2118779339998884,0.03979859074544467,60,27,-2,29,00-0026143,M.Ryan,00-0032058,T.Coleman,55,47.61,14.91,15,49.21,23.95,109,85.34,0.73,120
2017092404_1872,2017092404,1872,2,00:45:00,2,17,ATL,DET,40,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB",13,17,13,17,FALSE,FALSE,NA,NA,7,C,3,10,(:45) (Shotgun) M.Ryan pass short left to D.Freeman pushed ob at DET 30 for 10 yards (T.Whitehead).,2017092404,1872,ATL,DET,DET,ATL,1.89822433027088,0.7357797237121647,0.1583528556284146,0.005286621214861453,40,10,7,3,00-0026143,M.Ryan,00-0031285,D.Freeman,47,74.85,44.97,15,69.75,26.86,70,85.8,58.85,120
2017092404_2187,2017092404,2187,3,13:32:00,1,10,ATL,DET,41,I_FORM,"2 RB, 1 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",13,20,13,20,FALSE,FALSE,NA,NA,8,C,3,11,(13:32) M.Ryan pass short left to Ju.Jones to DET 30 for 11 yards (D.Slay). DET-D.Slay was injured during the play. DET-A.Zettel was injured during the play. His return is Questionable.,2017092404,2187,ATL,DET,DET,ATL,3.505881868821186,0.848688566181336,0.5338670500896896,0.009885251448994103,41,11,8,3,00-0026143,M.Ryan,00-0027944,Ju.Jones,40,76.62,40.95,15,68.53,29.89,71,80.39,39.4,120
2017092404_2261,2017092404,2261,3,12:23:00,3,8,ATL,DET,28,SHOTGUN,"1 RB, 1 TE, 3 WR",6,6,"4 DL, 2 LB, 5 DB",13,20,13,20,FALSE,FALSE,NA,NA,4,C,2,6,(12:23) (Shotgun) M.Ryan pass short middle to T.Gabriel to DET 22 for 6 yards (M.Killebrew).,2017092404,2261,ATL,DET,DET,ATL,2.9761144361526397,0.8381700330329165,-0.7187538380273053,-0.015692896383149968,28,6,4,2,00-0026143,M.Ryan,00-0031228,T.Gabriel,48,84.76,31.07,15,81,30.1,78,87.39,42.7,120
2017092404_2340,2017092404,2340,3,11:04:00,2,7,DET,DET,28,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",13,23,13,23,FALSE,FALSE,NA,NA,2,C,10,12,"(11:04) (No Huddle, Shotgun) M.Stafford pass short right to T.Riddick to DET 40 for 12 yards (B.Poole).",2017092404,2340,DET,ATL,DET,ATL,0.5974181191453021,0.16195669274972974,1.6428129902231656,0.036962412172784065,72,12,2,10,00-0026498,M.Stafford,00-0030107,T.Riddick,42,81.24,34.54,15,82.49,29.83,92,70.24,26.71,0
2017092404_2385,2017092404,2385,3,09:54:00,2,10,DET,DET,40,SINGLEBACK,"1 RB, 2 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB",13,23,13,23,FALSE,FALSE,NA,NA,3,C,8,11,(9:54) (No Huddle) M.Stafford pass short left to A.Abdullah pushed ob at ATL 49 for 11 yards (B.Poole).,2017092404,2385,DET,ATL,DET,ATL,1.5672225037372622,0.18131928830331184,1.497806471791829,0.03805835431213092,60,11,3,8,00-0026498,M.Stafford,00-0032104,A.Abdullah,52,67.55,15.66,15,69.73,27.02,90,58.3,-2.88,0
2017092404_2409,2017092404,2409,3,09:21:00,1,10,DET,ATL,49,SINGLEBACK,"1 RB, 3 TE, 1 WR",9,6,"3 DL, 4 LB, 4 DB",13,23,13,23,TRUE,FALSE,NA,NA,-4,C,5,-9,"(9:21) M.Stafford pass short right to E.Ebron pushed ob at ATL 34 for 15 yards (R.Alford). PENALTY on DET-R.Wagner, Offensive Holding, 10 yards, enforced at ATL 48.",2017092404,2409,DET,ATL,DET,ATL,3.065028975529091,0.21937764261544276,-0.9937347070170062,-0.027513954107021177,49,1,-4,5,00-0026498,M.Stafford,00-0031387,E.Ebron,51,64.17,31.48,15,59.48,23.89,102,41.24,54.98,0
2017092404_2486,2017092404,2486,3,07:37:00,3,6,DET,ATL,45,SHOTGUN,"1 RB, 1 TE, 3 WR",5,5,"4 DL, 2 LB, 5 DB",13,23,13,23,FALSE,FALSE,NA,NA,17,C,3,20,"(7:37) (No Huddle, Shotgun) M.Stafford pass deep right to T.Jones to ATL 25 for 20 yards (R.Alford).",2017092404,2486,DET,ATL,DET,ATL,2.1608462653885825,0.19161416466123596,2.1104654155723086,0.05960892157617534,45,20,17,3,00-0026498,M.Stafford,00-0031189,T.Jones,53,40.36,48.31,15,54.97,23.93,75,31.27,56.41,0
